location,date,vaccine,total_vaccinations
Chile,12/24/2020,Pfizer/BioNTech,420
Chile,12/25/2020,Pfizer/BioNTech,5198
Chile,12/26/2020,Pfizer/BioNTech,8338
Chile,12/27/2020,Pfizer/BioNTech,8649
Chile,12/28/2020,Pfizer/BioNTech,8649
Chile,12/29/2020,Pfizer/BioNTech,8649
Chile,12/30/2020,Pfizer/BioNTech,8649
Chile,12/31/2020,Pfizer/BioNTech,8649
Chile,1/1/2021,Pfizer/BioNTech,8649
Chile,1/2/2021,Pfizer/BioNTech,8649
Chile,1/3/2021,Pfizer/BioNTech,8649
Chile,1/4/2021,Pfizer/BioNTech,9054
Chile,1/5/2021,Pfizer/BioNTech,10497
Chile,1/6/2021,Pfizer/BioNTech,10702
Chile,1/7/2021,Pfizer/BioNTech,10702
Chile,1/8/2021,Pfizer/BioNTech,10702
Chile,1/9/2021,Pfizer/BioNTech,10702
Chile,1/10/2021,Pfizer/BioNTech,10702
Chile,1/11/2021,Pfizer/BioNTech,10702
Chile,1/12/2021,Pfizer/BioNTech,10702
Chile,1/13/2021,Pfizer/BioNTech,11732
Chile,1/14/2021,Pfizer/BioNTech,18646
Chile,1/15/2021,Pfizer/BioNTech,22077
Chile,1/16/2021,Pfizer/BioNTech,22167
Chile,1/17/2021,Pfizer/BioNTech,22167
Chile,1/18/2021,Pfizer/BioNTech,33212
Chile,1/19/2021,Pfizer/BioNTech,52569
Chile,1/20/2021,Pfizer/BioNTech,61878
Chile,1/21/2021,Pfizer/BioNTech,64939
Chile,1/22/2021,Pfizer/BioNTech,65351
Chile,1/23/2021,Pfizer/BioNTech,65351
Chile,1/24/2021,Pfizer/BioNTech,65351
Chile,1/25/2021,Pfizer/BioNTech,66771
Chile,1/26/2021,Pfizer/BioNTech,67387
Chile,1/27/2021,Pfizer/BioNTech,67422
Chile,1/28/2021,Pfizer/BioNTech,67422
Chile,1/29/2021,Pfizer/BioNTech,67427
Chile,1/30/2021,Pfizer/BioNTech,67428
Chile,1/31/2021,Pfizer/BioNTech,67428
Chile,2/1/2021,Pfizer/BioNTech,67428
Chile,2/2/2021,Pfizer/BioNTech,67434
Chile,2/2/2021,Sinovac,13192
Chile,2/3/2021,Pfizer/BioNTech,67434
Chile,2/3/2021,Sinovac,183551
Chile,2/4/2021,Pfizer/BioNTech,69562
Chile,2/4/2021,Sinovac,357556
Chile,2/5/2021,Pfizer/BioNTech,70250
Chile,2/5/2021,Sinovac,526217
Chile,2/6/2021,Pfizer/BioNTech,70255
Chile,2/6/2021,Sinovac,554068
Chile,2/7/2021,Pfizer/BioNTech,70256
Chile,2/7/2021,Sinovac,562705
Chile,2/8/2021,Pfizer/BioNTech,82047
Chile,2/8/2021,Sinovac,784146
Chile,2/9/2021,Pfizer/BioNTech,101502
Chile,2/9/2021,Sinovac,1026513
Chile,2/10/2021,Pfizer/BioNTech,109937
Chile,2/10/2021,Sinovac,1298918
Chile,2/11/2021,Pfizer/BioNTech,113006
Chile,2/11/2021,Sinovac,1549959
Chile,2/12/2021,Pfizer/BioNTech,113361
Chile,2/12/2021,Sinovac,1779040
Chile,2/13/2021,Pfizer/BioNTech,113395
Chile,2/13/2021,Sinovac,1808545
Chile,2/14/2021,Pfizer/BioNTech,113395
Chile,2/14/2021,Sinovac,1813011
Chile,2/15/2021,Pfizer/BioNTech,113396
Chile,2/15/2021,Sinovac,2078843
Chile,2/16/2021,Pfizer/BioNTech,113406
Chile,2/16/2021,Sinovac,2298819
Chile,2/17/2021,Pfizer/BioNTech,113406
Chile,2/17/2021,Sinovac,2486864
Chile,2/18/2021,Pfizer/BioNTech,113407
Chile,2/18/2021,Sinovac,2642108
Chile,2/19/2021,Pfizer/BioNTech,113407
Chile,2/19/2021,Sinovac,2784216
Chile,2/20/2021,Pfizer/BioNTech,113407
Chile,2/20/2021,Sinovac,2793855
Chile,2/21/2021,Pfizer/BioNTech,113407
Chile,2/21/2021,Sinovac,2795019
Chile,2/22/2021,Pfizer/BioNTech,125502
Chile,2/22/2021,Sinovac,2891050
Chile,2/23/2021,Pfizer/BioNTech,150348
Chile,2/23/2021,Sinovac,2960457
Chile,2/24/2021,Pfizer/BioNTech,178870
Chile,2/24/2021,Sinovac,3018199
Chile,2/25/2021,Pfizer/BioNTech,212584
Chile,2/25/2021,Sinovac,3070556
Chile,2/26/2021,Pfizer/BioNTech,242318
Chile,2/26/2021,Sinovac,3119049
Chile,2/27/2021,Pfizer/BioNTech,248642
Chile,2/27/2021,Sinovac,3122768
Chile,2/28/2021,Pfizer/BioNTech,248644
Chile,2/28/2021,Sinovac,3123121
Chile,3/1/2021,Pfizer/BioNTech,263543
Chile,3/1/2021,Sinovac,3245756
Chile,3/2/2021,Pfizer/BioNTech,294465
Chile,3/2/2021,Sinovac,3386188
Chile,3/3/2021,Pfizer/BioNTech,313022
Chile,3/3/2021,Sinovac,3679430
Chile,3/4/2021,Pfizer/BioNTech,322126
Chile,3/4/2021,Sinovac,3980740
Chile,3/5/2021,Pfizer/BioNTech,327880
Chile,3/5/2021,Sinovac,4272683
Chile,3/6/2021,Pfizer/BioNTech,328224
Chile,3/6/2021,Sinovac,4306104
Chile,3/7/2021,Pfizer/BioNTech,328330
Chile,3/7/2021,Sinovac,4313954
Chile,3/8/2021,Pfizer/BioNTech,340919
Chile,3/8/2021,Sinovac,4651835
Chile,3/9/2021,Pfizer/BioNTech,378510
Chile,3/9/2021,Sinovac,4990565
Chile,3/10/2021,Pfizer/BioNTech,420131
Chile,3/10/2021,Sinovac,5350101
Chile,3/11/2021,Pfizer/BioNTech,465869
Chile,3/11/2021,Sinovac,5721162
Chile,3/12/2021,Pfizer/BioNTech,483274
Chile,3/12/2021,Sinovac,6077927
Chile,3/13/2021,Pfizer/BioNTech,483828
Chile,3/13/2021,Sinovac,6127784
Chile,3/14/2021,Pfizer/BioNTech,483828
Chile,3/14/2021,Sinovac,6134363
Chile,3/15/2021,Pfizer/BioNTech,507723
Chile,3/15/2021,Sinovac,6540530
Chile,3/16/2021,Pfizer/BioNTech,561239
Chile,3/16/2021,Sinovac,6896929
Chile,3/17/2021,Pfizer/BioNTech,616753
Chile,3/17/2021,Sinovac,7208539
Chile,3/18/2021,Pfizer/BioNTech,666315
Chile,3/18/2021,Sinovac,7493763
Chile,3/19/2021,Pfizer/BioNTech,689480
Chile,3/19/2021,Sinovac,7765156
Chile,3/20/2021,Pfizer/BioNTech,691398
Chile,3/20/2021,Sinovac,7797433
Chile,3/21/2021,Pfizer/BioNTech,691408
Chile,3/21/2021,Sinovac,7801453
Chile,3/22/2021,Pfizer/BioNTech,727483
Chile,3/22/2021,Sinovac,8033948
Chile,3/23/2021,Pfizer/BioNTech,787384
Chile,3/23/2021,Sinovac,8214697
Chile,3/24/2021,Pfizer/BioNTech,840264
Chile,3/24/2021,Sinovac,8380758
Chile,3/25/2021,Pfizer/BioNTech,894837
Chile,3/25/2021,Sinovac,8538594
Chile,3/26/2021,Pfizer/BioNTech,932827
Chile,3/26/2021,Sinovac,8717333
Chile,3/27/2021,Pfizer/BioNTech,934855
Chile,3/27/2021,Sinovac,8730939
Chile,3/28/2021,Pfizer/BioNTech,934855
Chile,3/28/2021,Sinovac,8732327
Chile,3/29/2021,Pfizer/BioNTech,956870
Chile,3/29/2021,Sinovac,8976760
Chile,3/30/2021,Pfizer/BioNTech,1014316
Chile,3/30/2021,Sinovac,9197667
Chile,3/31/2021,Pfizer/BioNTech,1060451
Chile,3/31/2021,Sinovac,9431210
Chile,4/1/2021,Pfizer/BioNTech,1084213
Chile,4/1/2021,Sinovac,9710218
Chile,4/2/2021,Pfizer/BioNTech,1084432
Chile,4/2/2021,Sinovac,9717007
Chile,4/3/2021,Pfizer/BioNTech,1084622
Chile,4/3/2021,Sinovac,9720024
Chile,4/4/2021,Pfizer/BioNTech,1084622
Chile,4/4/2021,Sinovac,9721135
Chile,4/5/2021,Pfizer/BioNTech,1115686
Chile,4/5/2021,Sinovac,9974315
Chile,4/6/2021,Pfizer/BioNTech,1198358
Chile,4/6/2021,Sinovac,10130986
Chile,4/7/2021,Pfizer/BioNTech,1287501
Chile,4/7/2021,Sinovac,10274632
Chile,4/8/2021,Pfizer/BioNTech,1365625
Chile,4/8/2021,Sinovac,10435389
Chile,4/9/2021,Pfizer/BioNTech,1414691
Chile,4/9/2021,Sinovac,10604586
Chile,4/10/2021,Pfizer/BioNTech,1422397
Chile,4/10/2021,Sinovac,10622748
Chile,4/11/2021,Pfizer/BioNTech,1422902
Chile,4/11/2021,Sinovac,10624693
Chile,4/12/2021,Pfizer/BioNTech,1487579
Chile,4/12/2021,Sinovac,10796431
Chile,4/13/2021,Pfizer/BioNTech,1575535
Chile,4/13/2021,Sinovac,10942819
Chile,4/14/2021,Pfizer/BioNTech,1664619
Chile,4/14/2021,Sinovac,11082185
Chile,4/15/2021,Pfizer/BioNTech,1732281
Chile,4/15/2021,Sinovac,11220731
Chile,4/16/2021,Pfizer/BioNTech,1782836
Chile,4/16/2021,Sinovac,11363594
Chile,4/17/2021,Pfizer/BioNTech,1788758
Chile,4/17/2021,Sinovac,11379927
Chile,4/18/2021,Pfizer/BioNTech,1789432
Chile,4/18/2021,Sinovac,11381888
Chile,4/19/2021,Pfizer/BioNTech,1813464
Chile,4/19/2021,Sinovac,11552068
Chile,4/20/2021,Pfizer/BioNTech,1857631
Chile,4/20/2021,Sinovac,11695541
Chile,4/21/2021,Pfizer/BioNTech,1902366
Chile,4/21/2021,Sinovac,11820191
Czechia,12/27/2020,Pfizer/BioNTech,1251
Czechia,12/28/2020,Pfizer/BioNTech,3545
Czechia,12/29/2020,Pfizer/BioNTech,6989
Czechia,12/30/2020,Pfizer/BioNTech,10463
Czechia,12/31/2020,Pfizer/BioNTech,11769
Czechia,1/1/2021,Pfizer/BioNTech,12029
Czechia,1/2/2021,Pfizer/BioNTech,13295
Czechia,1/3/2021,Pfizer/BioNTech,14209
Czechia,1/4/2021,Pfizer/BioNTech,17775
Czechia,1/5/2021,Pfizer/BioNTech,22268
Czechia,1/6/2021,Pfizer/BioNTech,28081
Czechia,1/7/2021,Pfizer/BioNTech,36020
Czechia,1/8/2021,Pfizer/BioNTech,45944
Czechia,1/9/2021,Pfizer/BioNTech,47954
Czechia,1/10/2021,Pfizer/BioNTech,49677
Czechia,1/11/2021,Pfizer/BioNTech,59458
Czechia,1/12/2021,Pfizer/BioNTech,72808
Czechia,1/13/2021,Pfizer/BioNTech,86275
Czechia,1/14/2021,Moderna,1224
Czechia,1/14/2021,Pfizer/BioNTech,100208
Czechia,1/15/2021,Moderna,1980
Czechia,1/15/2021,Pfizer/BioNTech,113371
Czechia,1/16/2021,Moderna,2306
Czechia,1/16/2021,Pfizer/BioNTech,116418
Czechia,1/17/2021,Moderna,2395
Czechia,1/17/2021,Pfizer/BioNTech,119555
Czechia,1/18/2021,Moderna,2572
Czechia,1/18/2021,Pfizer/BioNTech,133556
Czechia,1/19/2021,Moderna,3346
Czechia,1/19/2021,Pfizer/BioNTech,147981
Czechia,1/20/2021,Moderna,4923
Czechia,1/20/2021,Pfizer/BioNTech,162563
Czechia,1/21/2021,Moderna,5879
Czechia,1/21/2021,Pfizer/BioNTech,178861
Czechia,1/22/2021,Moderna,6074
Czechia,1/22/2021,Pfizer/BioNTech,194426
Czechia,1/23/2021,Moderna,6114
Czechia,1/23/2021,Pfizer/BioNTech,198519
Czechia,1/24/2021,Moderna,6238
Czechia,1/24/2021,Pfizer/BioNTech,201495
Czechia,1/25/2021,Moderna,6435
Czechia,1/25/2021,Pfizer/BioNTech,213836
Czechia,1/26/2021,Moderna,6708
Czechia,1/26/2021,Pfizer/BioNTech,228007
Czechia,1/27/2021,Moderna,7008
Czechia,1/27/2021,Pfizer/BioNTech,241166
Czechia,1/28/2021,Moderna,7127
Czechia,1/28/2021,Pfizer/BioNTech,254153
Czechia,1/29/2021,Moderna,7278
Czechia,1/29/2021,Pfizer/BioNTech,267965
Czechia,1/30/2021,Moderna,7280
Czechia,1/30/2021,Pfizer/BioNTech,269760
Czechia,1/31/2021,Pfizer/BioNTech,271602
Czechia,2/1/2021,Moderna,7534
Czechia,2/1/2021,Pfizer/BioNTech,283151
Czechia,2/2/2021,Moderna,7861
Czechia,2/2/2021,Pfizer/BioNTech,297092
Czechia,2/3/2021,Moderna,8587
Czechia,2/3/2021,Pfizer/BioNTech,311685
Czechia,2/4/2021,Moderna,9722
Czechia,2/4/2021,Pfizer/BioNTech,328311
Czechia,2/5/2021,Moderna,10907
Czechia,2/5/2021,Pfizer/BioNTech,343147
Czechia,2/6/2021,Moderna,11165
Czechia,2/6/2021,Pfizer/BioNTech,346054
Czechia,2/7/2021,Moderna,11428
Czechia,2/7/2021,Pfizer/BioNTech,349104
Czechia,2/8/2021,Moderna,12332
Czechia,2/8/2021,Pfizer/BioNTech,363527
Czechia,2/9/2021,Moderna,13964
Czechia,2/9/2021,Pfizer/BioNTech,378762
Czechia,2/10/2021,Moderna,15705
Czechia,2/10/2021,Pfizer/BioNTech,395615
Czechia,2/11/2021,Moderna,19069
Czechia,2/11/2021,Oxford/AstraZeneca,230
Czechia,2/11/2021,Pfizer/BioNTech,414346
Czechia,2/12/2021,Moderna,21319
Czechia,2/12/2021,Oxford/AstraZeneca,625
Czechia,2/12/2021,Pfizer/BioNTech,433002
Czechia,2/13/2021,Moderna,21801
Czechia,2/13/2021,Oxford/AstraZeneca,1046
Czechia,2/13/2021,Pfizer/BioNTech,436619
Czechia,2/14/2021,Moderna,22049
Czechia,2/14/2021,Oxford/AstraZeneca,1248
Czechia,2/14/2021,Pfizer/BioNTech,438522
Czechia,2/15/2021,Moderna,23441
Czechia,2/15/2021,Oxford/AstraZeneca,2007
Czechia,2/15/2021,Pfizer/BioNTech,452036
Czechia,2/16/2021,Moderna,25906
Czechia,2/16/2021,Oxford/AstraZeneca,3141
Czechia,2/16/2021,Pfizer/BioNTech,466044
Czechia,2/17/2021,Moderna,28571
Czechia,2/17/2021,Oxford/AstraZeneca,5163
Czechia,2/17/2021,Pfizer/BioNTech,479169
Czechia,2/18/2021,Moderna,30917
Czechia,2/18/2021,Oxford/AstraZeneca,7121
Czechia,2/18/2021,Pfizer/BioNTech,495072
Czechia,2/19/2021,Moderna,32298
Czechia,2/19/2021,Oxford/AstraZeneca,8816
Czechia,2/19/2021,Pfizer/BioNTech,510942
Czechia,2/20/2021,Moderna,32301
Czechia,2/20/2021,Oxford/AstraZeneca,9442
Czechia,2/20/2021,Pfizer/BioNTech,513389
Czechia,2/21/2021,Moderna,32398
Czechia,2/21/2021,Oxford/AstraZeneca,9631
Czechia,2/21/2021,Pfizer/BioNTech,515126
Czechia,2/22/2021,Moderna,33395
Czechia,2/22/2021,Oxford/AstraZeneca,11233
Czechia,2/22/2021,Pfizer/BioNTech,528555
