week,week_starting,provider_name,provider_address,city,county,vaccine_type,allocated_doses
Week 10,2021-02-15,Graham Regional Medical Center,1301 Montgomery Rd,Graham,YOUNG,Moderna,400
Week 10,2021-02-15,Gateway Community Health Center,210 N Rathmell Ave,Zapata,ZAPATA,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07260,1010 N Willis,Abilene,TAYLOR,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 70,1345 Barrow,Abilene,TAYLOR,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 421,1211 East Frontage Rd.,Alamo,HIDALGO,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #11324,150 Bailey Ranch Road,Aledo,PARKER,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 223,1115 E. Main,Alice,JIM WELLS,Moderna,100
Week 9-Fed,2021-02-08,Prescription Shop Inc,909 East Holland Avenue,Alpine,BREWSTER,Moderna,100
Week 9-Fed,2021-02-08,Richard's Pharmacy,3509 East Main Avenue Suite 102,Alton,HIDALGO,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10335,"6941 E. Hwy 67,",Alvarado,JOHNSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10335,"6941 E. Hwy 67,",Alvarado,JOHNSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07757,3340 S. Western St,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07757,3340 S. Western St,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07762,2012 S Washington St,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07762,2012 S Washington St,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Adc Pharmacy,6700 West 9th Avenue,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5216,5730 W Amarillo Blvd,Amarillo,RANDALL,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07295,702 E Tyler,Athens,HENDERSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07295,702 E Tyler,Athens,HENDERSON,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #412,1405 E Tyler St,Athens,HENDERSON,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #226,201 Us Highway 59 Loop,Atlanta,CASS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07607,13510 W. Highway 290,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07607,13510 W. Highway 290,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10669,8200 Sh 45 Wb,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 161,7112 Ed Bluestein_#125,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 183,9414 N Lamar Blvd,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 227,2110 West Slaughter Ln,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 229,6607 South Ih 35,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 269,10710 Research Blvd. Ste 200,Austin,WILLIAMSON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 31,12860 Research Blvd,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 388,6001 West Parmer Lane,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 428,6900 Brodie Lane,Austin,WILLIAMSON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 45,2400 S. Congress,Austin,WILLIAMSON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 465,2701 East 7th,Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 773,"1601 Trinity St, Bldg A, Suite 105",Austin,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 91,2508 East Riverside Drive,Austin,WILLIAMSON,Moderna,600
Week 9-Fed,2021-02-08,Sullivan Pharmacy,1140 Grand Avenue,Bacliff,GALVESTON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 582,104 Hasler Blvd,Bastrop,TRAVIS,Moderna,700
Week 9-Fed,2021-02-08,Heb Pharmacy 292,2700 Seventh,Bay City,MATAGORDA,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #1405,4600 7th Street,Bay City,MATAGORDA,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #194,4900 Garth Rd,Baytown,HARRIS,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #01108,3890 Phelan Blvd.,Beaumont,JEFFERSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 48,3025 North Dowlen Road,Beaumont,JEFFERSON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 692,3590 College St,Beaumont,JEFFERSON,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #8275,1615 Interstate 10 S,Beaumont,JEFFERSON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #651,4145 N Dowlen Rd,Beaumont,JEFFERSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 412,100 East Houston St.,Beeville,BEE,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #463,502 E Fm 351,Beeville,BEE,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 557,801 North I-h 35,Bellmead,MCLENNAN,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 39,2509 North Main Street,Belton,BELL,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 51,2000 South Gregg,Big Spring,HOCKLEY,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #1516,1501 Roosevelt,Borger,HUTCHINSON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #917,2207 S Bridge St,Brady,MCCULLOCH,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 414,2508 S. Day St.,Brenham,WASHINGTON,Moderna,600
Week 9-Fed,2021-02-08,Gail's Pharmacy,810 Woodrow Wilson Ray Circle,Bridgeport,WISE,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #02182,4531 Padre Island Highway,Brownsville,CAMERON,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 263,1628 Central Blvd,Brownsville,CAMERON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #4112,2205 Ruben Torres Blvd,Brownsville,CAMERON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #813,401 W Commerce St,Brownwood,BROWN,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #06590,3000 S Texas Ave,Bryan,BRAZOS,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #322,2200 Briarcrest Dr,Bryan,BRAZOS,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #4183,643 N Harvey Mitchell Pkwy,Bryan,BRAZOS,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 433,105 S Boundary,Burnet,BURNET,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #10403,8049 Fm 2673,Canyon Lake,COMAL,Moderna,700
Week 9-Fed,2021-02-08,Cvs Store #10403,8049 Fm 2673,Canyon Lake,COMAL,Moderna,600
Week 9-Fed,2021-02-08,Lone Star Pharmacy,1395 Sattler Road Suite 8,Canyon Lake,COMAL,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #1046,2214 N 1st St,Carrizo Springs,DIMMIT,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 580,2800 East Whitestone,Cedar Park,WILLIAMSON,Moderna,700
Week 9-Fed,2021-02-08,Celina Drug,701 North Preston Road Suite 210,Celina,COLLIN,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #900,2801 Avenue F Nw,Childress,CHILDRESS,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #07279,108 N Washington Ave,Cleveland,LIBERTY,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 543,1900 Texas Avenue South,College Station,BRAZOS,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 619,949 William D.fitch Parkway,College Station,BRAZOS,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 746,11675 Fm 2154,College Station,BRAZOS,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #6338,1405 Earl Rudder Freeway,College Station,BRAZOS,Moderna,700
Week 9-Fed,2021-02-08,Walmart Store #1150,1815 Brothers Blvd,College Station,BRAZOS,Moderna,600
Week 9-Fed,2021-02-08,Comfort Pharmacy,404 Highway 27,Comfort,KENDALL,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #10631,3711 W. Davis St.,Conroe,MONTGOMERY,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 595,2108 North Frazier,Conroe,MONTGOMERY,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 660,3875 W.davis St.,Conroe,MONTGOMERY,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 757,10200 Highway 242,Conroe,MONTGOMERY,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #381,2720 E Highway 190,Copperas Cove,CORYELL,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #07471,14525 S. Padre Island Dr.,Corpus Christi,NUECES,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 184,11100 Leopard,Corpus Christi,NUECES,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 413,3133 S. Alameda,Corpus Christi,NUECES,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 69,5313 Saratoga,Corpus Christi,NUECES,Moderna,600
Week 9-Fed,2021-02-08,Heb Pharmacy 238,201 S. 15th Street,Corsicana,NAVARRO,Moderna,700
Week 9-Fed,2021-02-08,Walmart Store #565,3801 W Highway 31,Corsicana,NAVARRO,Moderna,100
Week 9-Fed,2021-02-08,Davy Crockett Drug Inc,107 South Fourth Street,Crockett,HOUSTON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #236,1225 E Loop 304,Crockett,HOUSTON,Moderna,600
Week 9-Fed,2021-02-08,Walmart Store #522,14215 Fm 2100 Rd,Crosby,HARRIS,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #07601,"825 S. Crowley Rd.,",Crowley,TARRANT,Moderna,600
Week 9-Fed,2021-02-08,Cvs Store #07601,"825 S. Crowley Rd.,",Crowley,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 712,909 E Broadway,Cuero,DE WITT,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #385,1202 E Broadway St,Cuero,DE WITT,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #01339,26265 Northwest Freeway,Cypress,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #01339,26265 Northwest Freeway,Cypress,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4465,11425 Barker Cypress Rd,Cypress,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5091,26270 Northwest Fwy,Cypress,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #11065,9215 Midway Rd.,Dallas,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Fiesta Mlk Pharmacy,3230 Martin Luther King,Dallas,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3014,200 Short St,Dallas,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5889,9410 Webb Chapel Rd,Dallas,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 418,200 Veteran's Blvd,Del Rio,VAL VERDE,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06984,2910 Fm 120 W,Denison,GRAYSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06984,2910 Fm 120 W,Denison,GRAYSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 419,2135 E. Main,Eagle Pass,MAVERICK,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #561,1410 E Main St,Eastland,EASTLAND,Moderna,100
Week 9-Fed,2021-02-08,Ochoa's Pharmacy Central,1002 South 10th Avenue Suite A,Edinburg,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Ochoa's Pharmacy South,301 Conquest Boulevard,Edinburg,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Richard's Pharmacy,4630 South Closner Boulevard,Edinburg,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 172,1212 S Closner @ E Ebony,Edinburg,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10874,5305 Montana Avenue,El Paso,EL PASO,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10874,5305 Montana Avenue,El Paso,EL PASO,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10995,12051 Tierra Este Road,El Paso,EL PASO,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #2201,7101 Gateway Blvd W,El Paso,EL PASO,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10337,1300 W. Us Highway,Elgin,BASTROP,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10337,1300 W. Us Highway,Elgin,BASTROP,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 475,1080 East Hwy 290,Elgin,BASTROP,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 677,512 E. Edinburg Ave.,Elsa,HIDALGO,Moderna,100
Week 9-Fed,2021-02-08,Dyer Drug Store,133 Mckinney Street,Farmersville,COLLIN,Moderna,100
Week 9-Fed,2021-02-08,Payne Family Pharmacy,200 South Main Street,Floydada,FLOYD,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #03197,775 E. Us Hwy 80,Forney,KAUFMAN,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #03197,775 E. Us Hwy 80,Forney,KAUFMAN,Moderna,100
Week 9-Fed,2021-02-08,Perrone Legend Pharmacy,3921 Benbrook Highway,Fort Worth,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5312,3851 Airport Fwy,Fort Worth,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 561,407 South Adams,Fredericksburg,GILLESPIE,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #4702,155 W El Dorado Blvd,Friendswood,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #1062,150 W El Dorado Blvd,Friendswood,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07825,5401 Lebanon,Frisco,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Hometown Pharmacy,1201 Olive Street,Gainesville,COOKE,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #476,2805 S State Highway 36,Gatesville,CORYELL,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #08323,4426 Williams Dr,Georgetown,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #08323,4426 Williams Dr,Georgetown,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 487,4500 Fm 2338,Georgetown,WILLIAMSON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07444,1402 East Broadway,Gladewater,UPSHUR,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07444,1402 East Broadway,Gladewater,UPSHUR,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 641,1841 Church St.,Gonzales,GONZALES,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07292,1101 East Highway 377,Granbury,HOOD,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07292,1101 East Highway 377,Granbury,HOOD,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 631,3804 Us Hwy 377,Granbury,HOOD,Moderna,100
Week 9-Fed,2021-02-08,Grapevine Drug Rx,1115 West Northwest Highway Suite H,Grapevine,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06806,5010 Wesley St,Greenville,HUNT,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06806,5010 Wesley St,Greenville,HUNT,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #516,1200 W Main St,Gun Barrel City,HENDERSON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 381,601 Indian Trail,Harker Heights,BELL,Moderna,100
Week 9-Fed,2021-02-08,Care Rx Pharmacy,4501 Hale Avenue Suite 1,Harlingen,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 136,1213 S. Commerce,Harlingen,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 168,1103 Morgan Blvd,Harlingen,CAMERON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 291,613 S Expwy 83,Harlingen,CAMERON,Moderna,300
Week 9-Fed,2021-02-08,Hereford Pharmacy,809 South 25 Mile Avenue,Hereford,DEAF SMITH,Moderna,100
Week 9-Fed,2021-02-08,Lynn's Pharmacy Hewitt,511 North Hewitt Drive Suite 1,Hewit,MCLENNAN,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #05838,3140 Fm 1960 Rd. W.,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 540,"3111 Woodridge, Suite 500",Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 541,10100 Beechnut,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #4712,10488 Old Katy Rd,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #4721,7950 Fm 1960 Rd W,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #4769,5310 S Rice Ave,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #8244,11101 Fuqua Street,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #8245,325 East Richey Road,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #8274,12205 West Road,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #8281,13600 E Fwy,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #1040,15955 Fm 529 Rd,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #1103,3450 Fm 1960 Rd W,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #1137,13750 I-10 East,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #1279,10411 North Fwy # 45,Houston,FORT BEND,Moderna,300
Week 9-Fed,2021-02-08,Walmart Store #1409,10750 Westview Dr,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2066,2727 Dunvale Rd,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #2257,13484 Northwest Fwy,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #2718,9555 S Post Oak Rd,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3296,2700 S Kirkwood Dr,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3297,12353 Fm 1960 W,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3302,9460 W Sam Houston Pkwy S,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3425,9598 Rowlett Rd,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3452,4810 Highway 6 N,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3500,5655 E Sam Houston Pkwy N,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3509,11755 Beechnut St,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3542,11242 S Gessner Rd,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3584,5405 S Rice Ave,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3640,1118 Silber Rd,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4416,13003 Tomball Pkwy,Houston,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4526,4412 North Fwy,Houston,FORT BEND,Moderna,300
Week 9-Fed,2021-02-08,Walmart Store #5094,9700 Hillcroft St,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5612,2391 S Wayside Dr,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5959,111 Yale St,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #772,3506 Highway 6 S,Houston,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #6367,9665 Fm 1960 Bypass,Humble,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #1837,9451 Fm 1960 Bypass Rd W,Humble,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4298,9235 N Sam Houston Pkwy E,Humble,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #744,6626 Fm 1960 Rd E,Humble,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 728,1702 11th St.,Huntsville,WALKER,Moderna,100
Week 9-Fed,2021-02-08,Hawk Pharmacy,120 West Park,Iowa Park,WICHITA,Moderna,200
Week 9-Fed,2021-02-08,City Drug Store,104 East Belknap,Jacksboro,JACK,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #180,1311 S Jackson St,Jacksonville,CHEROKEE,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06747,602 W. Grand Pkwy South,Katy,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #4764,20424 Katy Freeway,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #3226,25108 Market Place Dr,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4468,20903 Highland Knolls Dr,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4512,22850 Morton Ranch Rd,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4538,6060 N Fry Rd,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #768,1313 N Fry Rd,Katy,FORT BEND,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #6781,201 Golden Triangle Blvd.,Keller,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 770,300 Main,Kerrville,KERR,Moderna,300
Week 9-Fed,2021-02-08,Walmart Store #572,1201 Stone St,Kilgore,GREGG,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #442,1133 General Cavazos Blvd,Kingsville,KLEBERG,Moderna,300
Week 9-Fed,2021-02-08,Walmart Store #3579,2165 Northpark Dr,Kingwood,MONTGOMERY,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 14,5401 South Fm 1626,Kyle,BEXAR,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 416,450 E. Travis,La Grange,FAYETTE,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #5116,9025 Spencer Hwy,La Porte,HARRIS,Moderna,100
Week 9-Fed,2021-02-08,Spence's Medical Center Pharmacy,215 Oak Drive South Suite M,Lake Jackson,BRAZORIA,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07642,6640 Lake Worth Blvd,Lake Worth,TARRANT,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07642,6640 Lake Worth Blvd,Lake Worth,TARRANT,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #00080,2306 Rr 620 South,Lakeway,TRAVIS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #00080,2306 Rr 620 South,Lakeway,TRAVIS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10821,709 Guadalupe St,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #10821,709 Guadalupe St,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 186,2310 E Saunders St,Laredo,WEBB,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 255,4801 San Dario,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 449,7811 Mcpherson Rd.,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 570,210 West Del Mar Boulevard,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 586,2314 South Zapata Highway,Laredo,WEBB,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 95,1911 Ne Bob Bullock Loop,Laredo,WEBB,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #05971,102 W. Main St.,League City,GALVESTON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #08336,2591 Fm 423,Little Elm,DENTON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 445,403 South Colorado Street,Lockhart,CALDWELL,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #292,1904 S Colorado St,Lockhart,CALDWELL,Moderna,100
Week 9-Fed,2021-02-08,Medical Plaza Pharmacy,615 North Third Street Suite 1,Longview,GREGG,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #6422,3310 North 4th St,Longview,GREGG,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3828,4006 Estes Pkwy,Longview,GREGG,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #398,515 E Loop 281,Longview,GREGG,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #399,2440 Gilmer Rd,Longview,GREGG,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #4114,3812 Gilmer Rd,Longview,GREGG,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07277,3402 50th St.,Lubbock,LUBBOCK,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07277,3402 50th St.,Lubbock,LUBBOCK,Moderna,100
Week 9-Fed,2021-02-08,Best Discount Pharmacy,2316 34th Street,Lubbock,LUBBOCK,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 772,4405 114th Street,Lubbock,LUBBOCK,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #06846,1204 E Lufkin Ave,Lufkin,ANGELINA,Moderna,100
Week 9-Fed,2021-02-08,Sam's Club #6202,407 N Brentwood,Lufkin,ANGELINA,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #140,2500 Daniel Mccall Dr,Lufkin,ANGELINA,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 19,19337 Mcdonald Street,Lytle,ATASCOSA,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 735,1503 Fm 1431,Marble Falls,BURNET,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #320,600 S State Highway 6,Marlin,FALLS,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07293,400 E End Blvd North,Marshall,HARRISON,Moderna,100
Week 9-Fed,2021-02-08,Cvs Store #07293,400 E End Blvd North,Marshall,HARRISON,Moderna,100
Week 9-Fed,2021-02-08,Walmart Store #918,1701 E End Blvd N,Marshall,HARRISON,Moderna,100
Week 9-Fed,2021-02-08,Heb Pharmacy 334,3601 Pecan,Mcallen,HIDALGO,Moderna,100
